Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work
1170540711,"Sep 6, 2017, 4:47:47 AM",Morning Ride,Ride,,1737,14.87,,,FALSE,,,activities/1275974337.fit.gz,70,,1737,1675,14876.2998,14.30000019,,90,,-73.80000305,80.19999695,8.600000381,-0.637255013,,,91,67.25029755,,,,165.595993,309.2712402,,15,,
1174457609,"Sep 8, 2017, 5:41:54 PM",Evening Ride,Ride,,2965,15.16,,,FALSE,,,activities/1174457609.gpx,70,,2965,2909,15165.7002,10.80000019,,215.4640045,,9.899999619,153,21.89999962,0.559816003,,,,,,,,124.4189987,403.557373,,,,
1182023699,"Sep 6, 2017, 5:45:16 PM",Evening Ride,Ride,,2692,17.52,,,FALSE,,,activities/1287620769.fit.gz,70,,2692,2603,17520.19922,15,,338,,0.400000006,126.5999985,41.09999847,0.519400001,,,124,73.96330261,,,,174.3300018,505.9657898,,14,,
1182023794,"Sep 8, 2017, 5:10:06 AM",Morning Ride,Ride,,35893,15.94,,,FALSE,,,activities/1287620827.fit.gz,70,,35893,2983,15944.7002,14.89999962,,146,,59.40000153,210.8000031,44.20000076,-0.288497001,,,87,63.66059875,,,,80.46219635,267.6209106,,15,,
1182023997,"Sep 12, 2017, 5:07:10 AM",Morning Ride,Ride,,2031,14.41,,,FALSE,,,activities/1287620873.fit.gz,70,,2031,1767,14416.09961,14.30000019,,102,,23.79999924,176.8000031,40.90000153,-0.632625997,,,,,,,,144.3209991,284.3419495,,10,,
1182024046,"Sep 12, 2017, 5:41:35 PM",Evening Ride,Ride,,2484,16.12,,,FALSE,,,activities/1287620945.fit.gz,70,,2484,2444,16121.09961,13.80000019,,228,,86,242.6000061,44.29999924,0.808878005,,,,,,,,147.253006,401.2732544,,13,,
1182024102,"Sep 13, 2017, 5:07:44 AM",Morning Ride,Ride,,1612,14.41,,,FALSE,,,activities/1287620997.fit.gz,70,,1612,1612,14415.2002,16.10000038,,112,,62.40000153,215.3999939,11.39999962,-0.653477013,,,,,,,,185.3809967,333.2001038,,10,,
1185900941,"Sep 16, 2017, 6:06:51 AM",Morning Ride,Ride,,2078,15.87,,,FALSE,,,activities/1291544533.fit.gz,70,,2078,2043,15876.7998,13.39999962,,136,,-0.200000003,134,29.20000076,-0.453491986,,,,,,,,128.5,292.7159424,,8,,
1185902616,"Sep 13, 2017, 5:43:12 PM",Evening Ride,Ride,,2659,15.03,,,FALSE,,,activities/1291544500.fit.gz,70,,2659,2581,15037,9.699999809,,241,,46,196.6000061,31.20000076,0.617143989,,,,,,,,134.8619995,388.1078796,,11,,
1196317287,"Sep 17, 2017, 1:46:20 PM",Afternoon Ride,Ride,,2375,15.02,,,FALSE,,,activities/1302122796.fit.gz,70,,2375,2357,15024.40039,11.89999962,,219,,0,148,14.30000019,0.600356996,,,,,,,,149.1410065,391.9507446,,15,,
1196317344,"Sep 19, 2017, 6:12:20 AM",Morning Ride,Ride,,2012,14.32,,,FALSE,,,activities/1302122902.fit.gz,70,,2012,1911,14324,13.10000038,,96,,-90.80000305,64,25.60000038,-0.608769,,,,,,,,118.7080002,252.938858,,9,,
1196317353,"Sep 19, 2017, 5:37:08 PM",Evening Ride,Ride,,2135,14.91,,,FALSE,,,activities/1302122972.fit.gz,70,,2135,2135,14911.2002,11.60000038,,211,,-0.200000003,146.6000061,16.89999962,0.602231979,,,,,,,,148.6640015,353.8983765,,12,,
1196317417,"Sep 20, 2017, 5:42:57 PM",Evening Ride,Ride,,2311,15,,,FALSE,,,activities/1302123209.fit.gz,70,,2311,2289,15000.7002,11.30000019,,176,,0,136.6000061,15.30000019,0.886624992,,,,,,,,137.326004,350.4882202,,12,,
1196317461,"Sep 22, 2017, 5:07:20 AM",Morning Ride,Ride,,88,0.15,,,FALSE,,,activities/1302123267.fit.gz,70,,88,27,151.1000061,8.5,,0,,117.5999985,125,17.39999962,-4.632689953,,,,,,,,26.44440079,0.796108663,,13,,
1196317463,"Sep 20, 2017, 5:08:42 AM",Morning Ride,Ride,,1910,14.1,,,FALSE,,,activities/1302123083.fit.gz,70,,1910,1910,14106.59961,13.39999962,,107,,-38.59999847,115.8000031,18.20000076,-0.592630029,,,,,,,,113.3290024,241.3511047,,10,,
1196317597,"Sep 22, 2017, 5:17:00 AM",Morning Ride,Ride,,1444,11.46,,,FALSE,,,activities/1302123382.fit.gz,70,,1444,1444,11468.09961,13.80000019,,38,,-67.40000153,89,12.80000019,-1.29926002,,,,,,,,92.51180267,148.9495544,,7,,
1201336067,"Sep 22, 2017, 5:25:48 PM",Evening Ride,Ride,,2194,15,,,FALSE,,,activities/1307231911.fit.gz,70,,2194,2194,15005.7002,11.10000038,,189,,-0.800000012,162.8000031,33.29999924,0.939643025,,,,,,,,151.595993,370.8507996,,12,,
1201336127,"Sep 25, 2017, 5:08:25 AM",Morning Ride,Ride,,1862,14.41,,,FALSE,,,activities/1307231985.fit.gz,70,,1862,1846,14414.90039,14.60000038,,110,,-67.19999695,87.80000305,25,-0.632678986,,,,,,,,125.4189987,258.1486816,,10,,
1204526888,"Sep 25, 2017, 5:48:28 PM",Evening Ride,Ride,,2203,14.99,,,FALSE,,,activities/1310446014.fit.gz,70,,2203,2166,14991.59961,11.5,,202,,-1.799999952,144.6000061,30.79999924,0.580325007,,,,,,,,147.9470062,357.3053284,,11,,
1204526983,"Sep 26, 2017, 5:07:13 AM",Morning Ride,Ride,,2010,14.41,,,FALSE,,,activities/1310446120.fit.gz,70,,2010,1958,14414.7998,13.10000038,,97,,-89.59999847,66.80000305,26.10000038,-0.657657027,,,,,,,,106.7129974,232.9726257,,7,,
1204527113,"Sep 26, 2017, 5:25:57 PM",Evening Ride,Ride,,2149,14.9,,,FALSE,,,activities/1310446269.fit.gz,70,,2149,2059,14900.90039,12.5,,213,,0,151.1999969,23.10000038,0.630833983,,,,,,,,165.3470001,379.6011658,,12,,
1204527298,"Sep 27, 2017, 5:10:14 AM",Morning Ride,Ride,,2386,14.43,,,FALSE,,,activities/1310446439.fit.gz,70,,2386,2123,14435,13,,132,,-39.40000153,117.4000015,37.90000153,-0.65950799,,,,,,,,125.2829971,296.5630188,,10,,
1212786401,"Sep 27, 2017, 5:45:32 PM",Evening Ride,Ride,,2405,14.99,,,FALSE,,,activities/1318819350.fit.gz,70,,2405,2333,14996.5,10.39999962,,191,,0.800000012,161.3999939,22.5,1.06558001,,,,,,,,140.4499969,365.3518677,,14,,
1212786447,"Oct 3, 2017, 5:07:41 AM",Morning Ride,Ride,,3766,14.43,,,FALSE,,,activities/1318819389.fit.gz,70,,3766,2019,14435.09961,13.89999962,,93,,-97.59999847,58.20000076,13.19999981,-0.667816997,,,,,,,,103.8180008,233.7135315,,8,,
1217958413,"Oct 3, 2017, 6:13:39 AM",Morning Ride,Ride,,2590,15.23,,,FALSE,,,activities/1324040445.fit.gz,70,,2590,2590,15236.40039,11.60000038,,233,,0,127.4000015,31.89999962,0.488303989,,,,,,,,129.5379944,374.0863037,,9,,
1217958504,"Oct 4, 2017, 5:08:35 AM",Morning Ride,Ride,,2024,14.4,,,FALSE,,,activities/1324040541.fit.gz,70,,2024,1935,14407.2998,13.80000019,,93,,3.599999905,156.3999939,31.60000038,-0.631623983,,,,,,,,107.689003,232.3417053,,9,,
1217958583,"Oct 4, 2017, 5:33:55 PM",Evening Ride,Ride,,2484,15.01,,,FALSE,,,activities/1324040623.fit.gz,70,,2484,2464,15014.7002,10.30000019,,234,,-1.200000048,150.8000031,24.20000076,0.619392991,,,,,,,,133.2030029,365.956604,,11,,
1221965390,"Oct 5, 2017, 5:08:04 AM",Morning Ride,Ride,,1762,14.41,,,FALSE,,,activities/1328117733.fit.gz,70,,1762,1762,14411,15.10000038,,99,,21.39999962,91.19999695,10.69999981,0.020817401,,,,,,,,164.5749969,323.3289795,,11,,
1221965428,"Oct 5, 2017, 5:21:52 PM",Evening Ride,Ride,,2481,15.01,,,FALSE,,,activities/1328117762.fit.gz,70,,2481,2481,15013.7998,10.60000038,,212,,-2,145.3999939,25,0.575470984,,,,,,,,138.2539978,382.4541016,,10,,
1221965466,"Oct 6, 2017, 6:23:53 AM",Morning Ride,Ride,,1674,14.36,,,FALSE,,,activities/1328117793.fit.gz,70,,1674,1659,14366.5,14.10000038,,96,,-1,153,20,-0.662653029,,,104,76.12059784,,,,166.6179962,308.207489,,7,,
1221965488,"Oct 6, 2017, 5:17:42 PM",Evening Ride,Ride,,2012,14.98,,,FALSE,,,activities/1328117821.fit.gz,70,,2012,1995,14979.40039,12.30000019,,212,,-0.600000024,150.8000031,14.10000038,0.619517028,,,107,76.42990112,,,,174.2089996,387.5148621,,11,,
1221965576,"Oct 7, 2017, 6:52:37 AM",Morning Ride,Ride,,1935,14.36,,,FALSE,,,activities/1328117895.fit.gz,70,,1935,1917,14366.7002,14,,89,,-26.39999962,63.79999924,40,-0.183758005,,,,,,,,127.7509995,273.0620117,,10,,
1221965625,"Oct 7, 2017, 2:41:24 PM",Afternoon Ride,Ride,,2758,15.01,,,FALSE,,,activities/1328117949.fit.gz,70,,2758,2723,15011.90039,8.699999809,,209,,-1.200000048,170,45,1.093799949,,,,,,,,102.1279984,310.0754089,,12,,
1221965762,"Oct 9, 2017, 5:12:15 AM",Morning Ride,Ride,,1974,14.25,,,FALSE,,,activities/1328118080.fit.gz,70,,1974,1901,14251.7998,14.30000019,,99,,-73.40000153,80.19999695,22.20000076,-0.57536602,,,,,,,,117.0159988,248.0288696,,10,,
1222437921,"Oct 9, 2017, 12:08:40 PM",Afternoon Ride,Ride,,2400,14.87,,,FALSE,,,activities/1328595897.fit.gz,70,,2400,2400,14869.40039,9.899999619,,214,,0,148.8000031,19.10000038,0.614684999,,,,,,,,125.4160004,335.6132202,,13,,
1222438168,"Oct 9, 2017, 1:28:58 PM",Afternoon Ride,Ride,,3723,25.7,,,FALSE,,,activities/1328596129.fit.gz,70,,3723,3723,25703.90039,16.29999924,,523,,-29.20000076,111.4000015,23.10000038,0.0147837,,,120,72.81369781,,,,169.7640076,704.7149658,,13,,
1224217131,"Oct 10, 2017, 5:09:17 AM",Morning Ride,Ride,,1995,14.11,,,FALSE,,,activities/1330389994.fit.gz,70,,1995,1966,14113.40039,13.60000038,,102,,-30.20000076,125,30.29999924,-0.598012984,,,,,,,,106.3820038,233.1989136,,11,,
1224870855,"Oct 10, 2017, 5:25:37 PM",Evening Ride,Ride,,2513,14.94,,,FALSE,,,activities/1331046438.fit.gz,70,,2513,2513,14943.59961,10,,211,,-1,148.8000031,20.70000076,0.611633003,,,,,,,,122.5319977,343.3340454,,13,,
1231214758,"Oct 15, 2017, 10:52:03 AM",Lunch Ride,Ride,,1926,15.21,,,FALSE,,,activities/1337477594.fit.gz,70,,1926,1859,15209.2002,15.10000038,,133,,5.800000191,158.8000031,29.60000038,-0.621991992,,,99,76.17510223,,,,171.7460022,355.9925232,,15,,
1231215929,"Oct 11, 2017, 5:08:20 AM",Morning Ride,Ride,,2073,14.38,,,FALSE,,,activities/1337477280.fit.gz,70,,2073,2058,14379,13.89999962,,111,,-2.200000048,154.8000031,32.29999924,-0.648167014,,,,,,,,109.0220032,250.1695099,,10,,
1231216041,"Oct 11, 2017, 5:16:54 PM",Evening Ride,Ride,,2599,14.96,,,FALSE,,,activities/1337477379.fit.gz,70,,2599,2599,14963.5,9.399999619,,208,,3.799999952,146.8000031,20,0.550673008,,,,,,,,109.4430008,317.1532288,,11,,
1234885792,"Oct 17, 2017, 5:09:19 AM",Morning Ride,Ride,,1943,14.04,,,FALSE,,,activities/1341196721.fit.gz,70,,1943,1851,14042,13.60000038,,87,,5.599999905,161.1999969,10.80000019,-0.639509976,,,,,,,,109.7399979,226.4885406,,9,,
1242961022,"Oct 17, 2017, 5:31:55 PM",Evening Ride,Ride,,2203,15,,,FALSE,,,activities/1349371288.fit.gz,70,,2203,2167,15001.09961,12.80000019,,221,,-0.600000024,152.8000031,18,0.621288002,,,,,,,,147.1660004,355.5832214,,10,,
1242961040,"Oct 19, 2017, 5:08:16 AM",Morning Ride,Ride,,2079,14.38,,,FALSE,,,activities/1349371306.fit.gz,70,,2079,2040,14382,13.30000019,,104,,68.19999695,221.1999969,19,-0.628562987,,,,,,,,102.0289993,232.0751648,,10,,
1242961052,"Oct 19, 2017, 2:22:57 PM",Afternoon Ride,Ride,,2435,14.99,,,FALSE,,,activities/1349371322.fit.gz,70,,2435,2346,14990.09961,11.10000038,,195,,151,310.7999878,37.5,1.040689945,,,,,,,,132.6990051,347.1127319,,12,,
1242961090,"Oct 23, 2017, 5:12:28 AM",Morning Ride,Ride,,1965,14.09,,,FALSE,,,activities/1349371360.fit.gz,70,,1965,1927,14089.90039,14.10000038,,95,,43.40000153,154.3999939,40,-0.306603014,,,,,,,,115.4329987,248.019928,,11,,
1244270997,"Oct 23, 2017, 12:51:31 PM",Afternoon Ride,Ride,,2543,14.98,,,FALSE,,,activities/1350696785.fit.gz,70,,2543,2543,14983.7002,9.300000191,,214,,-1.200000048,147.6000061,31.20000076,0.599318027,,,,,,,,115.0189972,326.1300354,,14,,
1244271055,"Oct 24, 2017, 5:08:01 AM",Morning Ride,Ride,,1902,14.37,,,FALSE,,,activities/1350696847.fit.gz,70,,1902,1852,14378.7002,14.39999962,,130,,-55.79999924,101.8000031,15.39999962,-0.630098999,,,,,,,,147.7039948,305.0057983,,12,,
1248622656,"Oct 24, 2017, 5:21:48 PM",Evening Ride,Ride,,2380,14.9,,,FALSE,,,activities/1355082872.fit.gz,70,,2380,2348,14907.5,10.89999962,,240,,-0.200000003,152.8000031,19.29999924,0.614455998,,,,,,,,142.3910065,372.7824707,,12,,
1248622690,"Oct 27, 2017, 5:08:27 AM",Morning Ride,Ride,,1985,14.11,,,FALSE,,,activities/1355082897.fit.gz,70,,1985,1947,14116.59961,13.60000038,,88,,-32.40000153,122.8000031,18.20000076,-0.604961991,,,,,,,,108.2699966,235.0438843,,11,,
1253640983,"Oct 30, 2017, 5:11:26 AM",Morning Ride,Ride,,2204,14.39,,,FALSE,,,activities/1360164054.fit.gz,70,,2204,2155,14394.7002,13.60000038,,99,,-48.59999847,110.4000015,10,-0.682196021,,,,,,,,85.55639648,205.5770569,,5,,
1253652749,"Oct 27, 2017, 5:18:27 PM",Evening Ride,Ride,,2516,15.03,,,FALSE,,,activities/1360175529.fit.gz,70,,2516,2516,15033.7998,12.10000038,,210,,-0.200000003,146.3999939,30.29999924,0.590668976,,,,,,,,123.3460007,346.0274658,,11,,
1254379587,"Oct 30, 2017, 4:38:50 PM",Afternoon Ride,Ride,,2383,16.51,,,FALSE,,,activities/1360901019.fit.gz,70,,2383,2355,16509.90039,16.60000038,,319,,0,116.4000015,27,0.574200988,,,,,,,,184.8410034,485.3601074,,8,,
1257990235,"Oct 31, 2017, 6:12:04 AM",Morning Ride,Ride,,1923,14.42,,,FALSE,,,activities/1364550979.fit.gz,70,,1923,1895,14419.2998,13.30000019,,108,,9.800000191,165.8000031,42.09999847,-0.650516987,,,,,,,,117.8560028,249.0208893,,5,,
1257991053,"Oct 31, 2017, 6:27:37 PM",Evening Ride,Ride,,2179,15.01,,,FALSE,,,activities/1364551029.fit.gz,70,,2179,2107,15011.7002,12,,221,,-0.600000024,153.6000061,13.80000019,0.652823985,,,,,,,,155.701004,365.7891235,,8,,
1257991154,"Nov 2, 2017, 12:27:24 PM",Lunch Ride,Ride,,1753,14.37,,,FALSE,,,activities/1364551075.fit.gz,70,,1753,1701,14369,14.69999981,,97,,-7.400000095,143.6000061,27.29999924,-0.629131973,,,87,86.84570313,,,,169.1360016,320.7858887,,11,,
1258041951,"Nov 2, 2017, 3:41:17 PM",Afternoon Ride,Ride,,2331,17.35,,,FALSE,,,activities/1364604715.fit.gz,70,,2331,2275,17351.80078,19,,324,,0,117.5999985,29.10000038,0.544035971,,,,,,,,203.1349945,515.2773438,,10,,
1258875049,"Nov 3, 2017, 6:10:17 AM",Morning Ride,Ride,,1997,14.38,,,FALSE,,,activities/1365444159.fit.gz,70,,1997,1981,14382.09961,13.80000019,,93,,-2,151.1999969,13.89999962,-0.656370997,,,,,,,,102.1419983,225.6127777,,8,,
1263435047,"Nov 3, 2017, 3:25:00 PM",Afternoon Ride,Ride,,2173,14.7,,,FALSE,,,activities/1370079242.fit.gz,70,,2173,2138,14701.2998,12.89999962,,208,,20.20000076,163,21.70000076,0.584981978,,,,,,,,148.8320007,354.7961426,,12,,
1263435087,"Nov 6, 2017, 6:11:34 AM",Morning Ride,Ride,,2018,14.3,,,FALSE,,,activities/1370079278.fit.gz,70,,2018,2000,14304.40039,13.5,,100,,-91.40000153,63.79999924,7.5,-0.617991984,,,,,,,,99.88819885,222.7506866,,3,,
1273205113,"Nov 6, 2017, 3:12:23 PM",Afternoon Ride,Ride,,2390,14.75,,,FALSE,,,activities/1379880119.fit.gz,70,,2390,2326,14751.40039,11,,189,,-0.200000003,146.8000031,31.5,0.96262002,,,,,,,,138.4589996,359.092041,,9,,
1273205126,"Nov 7, 2017, 6:11:10 AM",Morning Ride,Ride,,2034,14.27,,,FALSE,,,activities/1379880125.fit.gz,70,,2034,2018,14274.2002,12.80000019,,114,,64,139.6000061,48.29999924,0.165333003,,,,,,,,114.0469971,256.613739,,8,,
1273205152,"Nov 7, 2017, 3:24:26 PM",Afternoon Ride,Ride,,2582,15,,,FALSE,,,activities/1379880150.fit.gz,70,,2582,2582,15007.40039,10.19999981,,229,,0,146.3999939,23,0.587710023,,,,,,,,126.0299988,362.831543,,8,,
1273205164,"Nov 10, 2017, 6:10:56 AM",Morning Ride,Ride,,1772,14.37,,,FALSE,,,activities/1379880160.fit.gz,70,,1772,1772,14371.90039,15,,127,,5.800000191,158.8000031,27.60000038,-0.623439014,,,,,,,,157.6869965,311.5548096,,10,,
1273205444,"Nov 10, 2017, 6:20:37 PM",Evening Ride,Ride,,2956,15,,,FALSE,,,activities/1379880465.fit.gz,70,,2956,2699,15002.5,8.800000191,,218,,0,154,29.60000038,0.917180002,,,,,,,,115.6809998,348.1286621,,9,,
1273221656,"Nov 13, 2017, 6:09:46 AM",Morning Ride,Ride,,2018,14.37,,,FALSE,,,activities/1379896804.fit.gz,70,,2018,1956,14372.09961,12.89999962,,99,,-98,57.59999847,38.09999847,-0.659610987,,,,,,,,111.3310013,242.8062286,,4,,
1274468017,"Nov 13, 2017, 4:13:27 PM",Afternoon Ride,Ride,,2421,15.03,,,FALSE,,,activities/1381141264.fit.gz,70,,2421,2404,15030.7002,11.89999962,,217,,-0.400000006,151.6000061,49,0.621394992,,,,,,,,130.7489929,350.4674683,,6,,
1275250592,"Nov 14, 2017, 6:05:10 AM",Morning Ride,Ride,,1939,14.39,,,FALSE,,,activities/1381921966.fit.gz,70,,1939,1900,14391.7998,13.69999981,,102,,-97.19999695,58.20000076,22.20000076,-0.653150022,,,,,,,,117.7050018,249.3580475,,7,,
1277323123,"Nov 16, 2017, 6:09:29 AM",Morning Ride,Ride,,1994,14.36,,,FALSE,,,activities/1384001895.fit.gz,70,,1994,1945,14364.2998,13.10000038,,100,,-91.80000305,65,31.39999962,-0.644653976,,,,,,,,110.3430023,239.298111,,6,,
1277323141,"Nov 14, 2017, 6:45:54 PM",Evening Ride,Ride,,2493,14.99,,,FALSE,,,activities/1384001925.fit.gz,70,,2493,2415,14998.5,10.30000019,,210,,-0.400000006,149.3999939,29.60000038,0.608061016,,,,,,,,132.7489929,357.456543,,9,,
1277853458,"Nov 16, 2017, 3:49:18 PM",Afternoon Ride,Ride,,2333,14.84,,,FALSE,,,activities/1384533778.fit.gz,70,,2333,2333,14841.40039,11.60000038,,207,,-0.200000003,143.3999939,16.60000038,0.567332029,,,,,,,,145.0460052,377.3074341,,9,,
1283322935,"Nov 20, 2017, 6:10:24 AM",Morning Ride,Ride,,1883,14.34,,,FALSE,,,activities/1390042584.fit.gz,70,,1883,1817,14348.7998,14.30000019,,110,,-63.40000153,92.80000305,17.20000076,-0.632806003,,,,,,,,148.3139954,300.477478,,9,,
1283374723,"Nov 20, 2017, 3:22:47 PM",Afternoon Ride,Ride,,2856,14.88,,,FALSE,,,activities/1390093601.fit.gz,70,,2856,2474,14887.5,10,,220,,-0.600000024,152,37.5,0.638118982,,,,,,,,124.7959976,344.2510071,,11,,
1292742975,"Nov 26, 2017, 12:53:38 PM",Lunch Ride,Ride,,2688,15.02,,,FALSE,,,activities/1399528105.fit.gz,70,,2688,2669,15021.59961,10.19999981,,218,,-1,153,22.39999962,0.641743004,,,,,,,,111.6809998,332.3554077,,7,,
1292743022,"Nov 27, 2017, 6:02:17 AM",Morning Ride,Ride,,1976,14.38,,,FALSE,,,activities/1399528147.fit.gz,70,,1976,1949,14382.7998,13.69999981,,124,,76,148.8000031,20.20000076,0.203020006,,,,,,,,139.6419983,303.460907,,7,,
1292743265,"Nov 23, 2017, 6:09:59 AM",Morning Ride,Ride,,1940,14.35,,,FALSE,,,activities/1399528013.fit.gz,70,,1940,1889,14350.5,13.60000038,,106,,-10,152.8000031,40,-0.694051981,,,,,,,,123.4400024,259.9936523,,6,,
1292743311,"Nov 23, 2017, 6:36:22 PM",Evening Ride,Ride,,2321,15.01,,,FALSE,,,activities/1399528044.fit.gz,70,,2321,2321,15010.7002,10.80000019,,212,,47.79999924,198.8000031,12.19999981,0.614229023,,,,,,,,128.7519989,333.1992188,,7,,
1292743367,"Nov 24, 2017, 6:06:41 AM",Morning Ride,Ride,,2036,14.38,,,FALSE,,,activities/1399528069.fit.gz,70,,2036,1959,14380.40039,13.30000019,,90,,13.60000038,171.3999939,18.79999924,-0.673138022,,,,,,,,106.9520035,233.6136475,,3,,
1294306599,"Nov 27, 2017, 2:51:16 PM",Afternoon Ride,Ride,,2887,14.87,,,FALSE,,,activities/1401095420.fit.gz,70,,2887,2887,14875.2002,8,,247,,0,150.6000061,44.70000076,0.627891004,,,,,,,,146.4869995,471.5423889,,7,,
1294306690,"Nov 28, 2017, 6:11:18 AM",Morning Ride,Ride,,1976,14.4,,,FALSE,,,activities/1401095477.fit.gz,70,,1976,1928,14408.5,13.5,,114,,2.599999905,158.8000031,24.39999962,-0.638512015,,,,,,,,124.4039993,267.4337769,,4,,
1295629248,"Nov 28, 2017, 6:38:06 PM",Evening Ride,Ride,,2807,14.95,,,FALSE,,,activities/1402449055.fit.gz,70,,2807,2583,14957.7998,11,,225,,-0.800000012,184,37.90000153,1.084380031,,,,,,,,119.5220032,344.2287292,,3,,
1295629299,"Nov 29, 2017, 6:48:53 AM",Morning Ride,Ride,,2137,14.37,,,FALSE,,,activities/1402449092.fit.gz,70,,2137,2107,14376,12.10000038,,104,,-11.19999981,146.8000031,12,-0.667779982,,,,,,,,94.68109894,222.4347839,,2,,
1295686958,"Nov 29, 2017, 6:19:25 PM",Evening Ride,Ride,,2328,14.96,,,FALSE,,,activities/1402507100.fit.gz,70,,2328,2328,14961.7002,11.39999962,,215,,21.60000038,207.3999939,14.5,1.04400003,,,,,,,,145.8739929,378.6480713,,3,,
1297462653,"Dec 1, 2017, 6:09:11 AM",Morning Ride,Ride,,2047,14.43,,,FALSE,,,activities/1404326942.fit.gz,70,,2047,2013,14435.5,13.10000038,,112,,-96.59999847,64.59999847,12.80000019,-0.670569003,,,,,,,,114.8679962,257.8206482,,2,,
1302047712,"Dec 1, 2017, 3:26:20 PM",Afternoon Ride,Ride,,2539,14.97,,,FALSE,,,activities/1409055676.fit.gz,70,,2539,2462,14978.7002,11.69999981,,215,,0,150.6000061,30.79999924,0.588836014,,,,,,,,128.822998,353.6358948,,5,,
1302047768,"Dec 4, 2017, 5:26:23 AM",Morning Ride,Ride,,2299,14.46,,,FALSE,,,activities/1409055727.fit.gz,70,,2299,2141,14464.09961,13.69999981,,100,,-96.80000305,57.59999847,10.5,-0.651268005,,,,,,,,90.94580078,217.1071777,,6,,
1302957705,"Dec 4, 2017, 6:34:55 PM",Evening Ride,Ride,,2446,14.98,,,FALSE,,,activities/1409989860.fit.gz,70,,2446,2420,14985.09961,11.39999962,,215,,-0.600000024,150.6000061,14.39999962,0.616612017,,,,,,,,121.8840027,328.8796082,,7,,
1302957750,"Dec 5, 2017, 11:56:45 AM",Canteen trip with ayla,Ride,,1260,6.47,,,FALSE,,,activities/1409989897.fit.gz,70,,1260,1245,6478.299805,9.899999619,,64,,-18.60000038,50,13.80000019,-0.265502006,,,,,,,,73.51370239,102.049881,,6,,
1305761400,"Dec 5, 2017, 12:51:46 PM",Lunch Ride,Ride,,1393,6.24,,,FALSE,,,activities/1412851708.fit.gz,70,,1393,1359,6239.799805,10.10000038,,105,,-19.39999962,44.59999847,16.20000076,0.205135003,,,,,,,,92.459198,140.1020355,,7,,
1305761822,"Dec 6, 2017, 6:27:14 AM",Morning Ride,Ride,,2204,14.38,,,FALSE,,,activities/1412851770.fit.gz,70,,2204,2153,14384.2002,13.30000019,,100,,-96.80000305,59.59999847,12.5,-0.645151973,,,,,,,,105.3970032,253.0155182,,8,,
1305761916,"Dec 6, 2017, 6:24:23 PM",Evening Ride,Ride,,2376,14.93,,,FALSE,,,activities/1412851886.fit.gz,70,,2376,2360,14936.2002,10.60000038,,202,,0,147.1999969,42.5,0.945353985,,,,,,,,123.7809982,325.7173157,,8,,
1305762963,"Dec 7, 2017, 6:11:28 AM",Morning Ride,Ride,,1974,14.39,,,FALSE,,,activities/1412853135.fit.gz,70,,1974,1925,14390.90039,13.30000019,,199,,5.400000095,186.1999969,43.09999847,0.372458011,,,,,,,,101.2080002,217.2303162,,9,,
1311700322,"Dec 7, 2017, 4:40:11 PM",Afternoon Ride,Ride,,2939,15.02,,,FALSE,,,activities/1418959109.fit.gz,70,,2939,2916,15020.40039,9.300000191,,259,,-0.800000012,145.1999969,36.40000153,0.584537983,,,,,,,,162.1679993,527.2633057,,6,,
1311700439,"Dec 9, 2017, 7:10:03 AM",Morning Ride,Ride,,1903,14.38,,,FALSE,,,activities/1418959227.fit.gz,70,,1903,1862,14384.5,14.89999962,,101,,-80.80000305,77,25,-0.643747985,,,,,,,,120.9469986,251.1016998,,1,,
1311700609,"Dec 9, 2017, 6:46:24 PM",Evening Ride,Ride,,2457,14.99,,,FALSE,,,activities/1418959370.fit.gz,70,,2457,2374,14997.2002,11.80000019,,201,,29.60000038,194.8000031,21.5,0.985517025,,,,,,,,137.1849976,363.1300659,,4,,
1311701927,"Dec 11, 2017, 6:13:05 AM",Morning Ride,Ride,,2223,14.34,,,FALSE,,,activities/1418959432.fit.gz,70,,2223,2206,14342.7998,12.69999981,,125,,160.3999939,326.6000061,25.29999924,-0.680481017,,,,,,,,115.7340012,284.6697693,,1,,
1311702003,"Dec 11, 2017, 4:48:14 PM",Afternoon Ride,Ride,,2747,15.01,,,FALSE,,,activities/1418959537.fit.gz,70,,2747,2694,15018.7998,9.899999619,,230,,137.8000031,282.7999878,18.79999924,0.56595701,,,,,,,,120.3470001,361.4995117,,4,,
1311702101,"Dec 12, 2017, 6:16:38 AM",Morning Ride,Ride,,1579,12.04,,,FALSE,,,activities/1418959643.fit.gz,70,,1579,1546,12043.5,13.39999962,,67,,6.400000095,162.8000031,17.70000076,-0.986424029,,,,,,,,106.2060013,183.0768433,,2,,
